எண்,பால்,இயல்,அதிகாரம்,குறள்
136,1. அறத்துப்பால்,1.2. இல்லறவியல்,1.2.10. ஒழுக்கமுடைமை,"ஒழுக்கத்தின் ஒல்கார் உரவோர் இழுக்கத்தின்
ஏதம் படுபாக் கறிந்து."
137,1. அறத்துப்பால்,1.2. இல்லறவியல்,1.2.10. ஒழுக்கமுடைமை,"ஒழுக்கத்தின் எய்துவர் மேன்மை இழுக்கத்தின்
எய்துவர் எய்தாப் பழி."
138,1. அறத்துப்பால்,1.2. இல்லறவியல்,1.2.10. ஒழுக்கமுடைமை,"நன்றிக்கு வித்தாகும் நல்லொழுக்கம் தீயொழுக்கம்
என்றும் இடும்பை தரும்."
139,1. அறத்துப்பால்,1.2. இல்லறவியல்,1.2.10. ஒழுக்கமுடைமை,"ஒழுக்க முடையவர்க்கு ஒல்லாவே தீய
வழுக்கியும் வாயாற் சொலல்."
140,1. அறத்துப்பால்,1.2. இல்லறவியல்,1.2.10. ஒழுக்கமுடைமை,"உலகத்தோடு ஒட்ட ஒழுகல் பலகற்றும்
கல்லார் அறிவிலா தார்."
141,1. அறத்துப்பால்,1.2. இல்லறவியல்,1.2.11. பிறனில் விழையாமை,"பிறன்பொருளாள் பெட்டொழுகும் பேதைமை ஞாலத்து
அறம்பொருள் கண்டார்கண் இல்."
142,1. அறத்துப்பால்,1.2. இல்லறவியல்,1.2.11. பிறனில் விழையாமை,"அறன்கடை நின்றாருள் எல்லாம் பிறன்கடை
நின்றாரின் பேதையார் இல்."
143,1. அறத்துப்பால்,1.2. இல்லறவியல்,1.2.11. பிறனில் விழையாமை,"விளிந்தாரின் வேறல்லர் மன்ற தெளிந்தாரில்
தீமை புரிந்து ஒழுகு வார்."
144,1. அறத்துப்பால்,1.2. இல்லறவியல்,1.2.11. பிறனில் விழையாமை,"எனைத்துணையர் ஆயினும் என்னாம் தினைத்துணையும்
தேரான் பிறனில் புகல்."
145,1. அறத்துப்பால்,1.2. இல்லறவியல்,1.2.11. பிறனில் விழையாமை,"எளிதென இல்லிறப்பான் எய்துமெஞ் ஞான்றும்
விளியாது நிற்கும் பழி."
146,1. அறத்துப்பால்,1.2. இல்லறவியல்,1.2.11. பிறனில் விழையாமை,"பகைபாவம் அச்சம் பழியென நான்கும்
இகவாவாம் இல்லிறப்பான் கண்."
147,1. அறத்துப்பால்,1.2. இல்லறவியல்,1.2.11. பிறனில் விழையாமை,"அறனியலான் இல்வாழ்வான் என்பான் பிறனியலாள்
பெண்மை நயவா தவன்."
148,1. அறத்துப்பால்,1.2. இல்லறவியல்,1.2.11. பிறனில் விழையாமை,"பிறன்மனை நோக்காத பேராண்மை சான்றோர்க்கு
அறனொன்றோ ஆன்ற வொழுக்கு."
149,1. அறத்துப்பால்,1.2. இல்லறவியல்,1.2.11. பிறனில் விழையாமை,"நலக்குரியார் யாரெனின் நாமநீர் வைப்பின்
பிறர்க்குரியாள் தோள்தோயா தார்."
150,1. அறத்துப்பால்,1.2. இல்லறவியல்,1.2.11. பிறனில் விழையாமை,"அறன்வரையான் அல்ல செயினும் பிறன்வரையாள்
பெண்மை நயவாமை நன்று."
